User ID,Vehicle Model,Battery Capacity (kWh),Charging Station ID,Charging Station Location,Charging Start Time,Charging End Time,Energy Consumed (kWh),Charging Rate (kW),Charging Cost (USD),Time of Day,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Charging Duration,State of Charge (Change %),Charging Rate kW
User_749,Tesla Model 3,75.0,Station_221,Los Angeles,2024-02-01 04:00:00,2024-02-01 05:26:00,38.71120716,14.53360131,14.3618485,Night,28.63084091,61.65789993,260.4883265,-6.359400394,5.0,Level 1,Casual Driver,86.0,33.027059019999996,27.00781894883721
User_750,Chevy Bolt,81.36841583,Station_83,Houston,2024-02-01 05:00:00,2024-02-01 06:56:00,57.97765789,6.499187935,14.33823364,Evening,58.308685,63.86610505,114.8832958,7.636850332,5.0,DC Fast Charger,Long-Distance Traveler,116.0,5.557420050000005,29.988443736206897
User_751,BMW i3,75.0,Station_182,Houston,2024-02-01 06:00:00,2024-02-01 08:42:00,74.10752218,45.69740275,14.75800919,Evening,72.90390529,51.69102216,177.2088872,3.262503248,3.0,Level 2,Casual Driver,162.0,-21.212883129999994,27.447230437037035
User_752,BMW i3,100.0,Station_307,New York,2024-02-01 07:00:00,2024-02-01 08:24:00,40.31906198,11.76785057,15.10026642,Evening,31.09308905,86.5849595,99.18733328,0.534567342,7.0,Level 1,Casual Driver,84.0,55.49187044999999,28.799329985714287
User_753,Tesla Model 3,50.0,Station_10,San Francisco,2024-02-01 08:00:00,2024-02-01 09:30:00,47.19807479,44.33661035,27.38521459,Morning,65.47847011,84.22698703,86.60938168,4.251871253,6.0,Level 2,Commuter,90.0,18.74851692,31.465383193333334
User_754,Chevy Bolt,100.0,Station_396,Los Angeles,2024-02-01 09:00:00,2024-02-01 10:58:00,22.51563514,35.15248472,11.21994374,Night,40.13578074,59.06838801,80.16440861,16.33644722,6.0,DC Fast Charger,Commuter,118.0,18.93260727,11.448628037288136
User_755,Chevy Bolt,62.0,Station_4,Chicago,2024-02-01 10:00:00,2024-02-01 10:37:00,68.26093768,33.64483514,17.03441064,Morning,46.37700489,88.38593824,156.48543,-9.542573214,7.0,DC Fast Charger,Long-Distance Traveler,37.0,42.00893335,110.69341245405404
User_756,Chevy Bolt,50.0,Station_351,San Francisco,2024-02-01 11:00:00,2024-02-01 11:45:00,73.50597036,30.93142779,31.84900964,Afternoon,60.77484915,63.56658133,246.2875148,2.315261221,2.0,Level 1,Commuter,45.0,2.791732179999997,98.00796048000001
User_757,Hyundai Kona,75.0,Station_402,New York,2024-02-01 12:00:00,2024-02-01 15:25:00,73.8693626,26.08697308,5.644054414,Morning,80.69801216,88.20526203,180.4546021,21.29459053,4.0,Level 2,Long-Distance Traveler,205.0,7.507249869999995,21.62030124878049
User_758,Nissan Leaf,50.0,Station_336,Houston,2024-02-01 13:00:00,2024-02-01 15:25:00,64.37713244,15.2565692,8.811798669,Afternoon,15.58695625,98.80776451,199.7584008,25.40739976,3.0,Level 2,Long-Distance Traveler,145.0,83.22080826,26.638813423448276
User_759,Hyundai Kona,50.0,Station_488,Los Angeles,2024-02-01 14:00:00,2024-02-01 15:30:00,12.01009527,47.9020613,35.09170481,Night,41.6570296,83.15672197,133.4464695,23.94913865,5.0,DC Fast Charger,Commuter,90.0,41.499692370000005,8.00673018
User_760,Nissan Leaf,29.59428889,Station_292,San Francisco,2024-02-01 15:00:00,2024-02-01 15:44:00,36.22621241,27.19648783,21.93271671,Night,80.58328312,91.07842505,34.03765663,23.33398201,3.0,Level 2,Commuter,44.0,10.495141930000003,49.399380559090915
User_761,Chevy Bolt,100.0,Station_281,Chicago,2024-02-01 16:00:00,2024-02-01 19:42:00,28.84698737,11.02764841,10.43087545,Morning,41.58622013,89.99519636,298.631376,-0.464122906,4.0,Level 2,Long-Distance Traveler,222.0,48.40897622999999,7.796483072972973
User_762,Chevy Bolt,85.0,Station_215,New York,2024-02-01 17:00:00,2024-02-01 19:59:00,76.58011324,41.12251368,21.31685318,Morning,31.36258702,93.56342614,233.2120578,14.08667639,1.0,Level 2,Long-Distance Traveler,179.0,62.200839120000005,25.66931170055866
User_763,Hyundai Kona,50.0,Station_460,New York,2024-02-01 18:00:00,2024-02-01 20:40:00,74.13419248,47.81692136,11.34921504,Evening,71.9042665,99.36473575,151.065703,18.23757818,6.0,Level 1,Long-Distance Traveler,160.0,27.46046924999999,27.80032218
User_764,Hyundai Kona,100.0,Station_98,San Francisco,2024-02-01 19:00:00,2024-02-01 21:11:00,73.80921664,10.5759383,5.307741456,Afternoon,53.17181764,92.16041892,126.3959626,25.04490616,4.0,DC Fast Charger,Casual Driver,131.0,38.98860128,33.80574807938932
User_765,Nissan Leaf,50.0,Station_420,Chicago,2024-02-01 20:00:00,2024-02-01 21:23:00,35.02666957,22.02798565,28.80826687,Evening,26.27624404,59.19858804,208.4805344,-8.712180413,2.0,Level 1,Long-Distance Traveler,83.0,32.922343999999995,25.320484026506026
User_766,BMW i3,62.0,Station_101,New York,2024-02-01 21:00:00,2024-02-01 21:43:00,42.375860974999995,10.60460822,15.10853922,Evening,64.47819382,60.6406613,172.6418102,39.372478,7.0,DC Fast Charger,Long-Distance Traveler,43.0,-3.8375325200000034,59.129108337209296
User_767,Nissan Leaf,85.0,Station_451,Los Angeles,2024-02-01 22:00:00,2024-02-01 23:05:00,35.89954921,12.51189727,20.24627921,Night,16.49275287,53.08457255,150.2772102,15.05582745,4.0,Level 1,Long-Distance Traveler,65.0,36.59181968,33.13804542461539
User_768,Hyundai Kona,62.0,Station_9,New York,2024-02-01 23:00:00,2024-02-02 02:59:00,48.33018276,14.81256989,15.30369673,Morning,56.27459504,65.98703033,229.182835,18.03247339,4.0,Level 1,Commuter,239.0,9.712435289999995,12.133100274476988
User_769,Hyundai Kona,75.0,Station_61,Chicago,2024-02-02 00:00:00,2024-02-02 02:14:00,53.71493233,23.72699961,30.14366714,Night,15.89992391,58.1687787,161.2107713,-6.369328432,7.0,Level 1,Commuter,134.0,42.26885479,24.051462237313434
User_770,Tesla Model 3,75.0,Station_309,Houston,2024-02-02 01:00:00,2024-02-02 02:51:00,15.5583755,44.45073085,28.83648567,Morning,83.20214245,61.22134406,243.8284444,25.90015483,1.0,Level 2,Casual Driver,111.0,-21.980798389999997,8.409932702702703
User_771,Hyundai Kona,50.0,Station_146,Houston,2024-02-02 02:00:00,2024-02-02 03:36:00,40.7367048,9.866759209,36.57452173,Night,33.92648682,67.6953312,119.0969189,13.54692893,0.0,DC Fast Charger,Long-Distance Traveler,96.0,33.76884438,25.460440499999997
User_772,Tesla Model 3,62.0,Station_427,San Francisco,2024-02-02 03:00:00,2024-02-02 03:39:00,11.5797708,9.634031616,5.777750427,Night,26.10515607,71.39910279,157.611929,36.03822598,1.0,Level 1,Long-Distance Traveler,39.0,45.29394672,17.815032
User_773,BMW i3,75.0,Station_419,Chicago,2024-02-02 04:00:00,2024-02-02 05:18:00,39.67667007,43.1204033,15.29852516,Night,71.93335081,57.05150376,14.59087877,-8.630011423,2.0,Level 2,Long-Distance Traveler,78.0,-14.88184704999999,30.520515438461537
User_774,Nissan Leaf,100.0,Station_63,New York,2024-02-02 05:00:00,2024-02-02 07:20:00,5.755335112,10.87967612,25.17200545,Afternoon,65.91461015,52.23791779,18.7109658,11.11428022,3.0,Level 1,Long-Distance Traveler,140.0,-13.676692360000004,2.4665721908571427
User_775,Nissan Leaf,50.0,Station_121,New York,2024-02-02 06:00:00,2024-02-02 07:34:00,54.4865632,25.79879263,11.30078074,Night,67.90525355,54.63726637,71.13255185,4.670505369,1.0,Level 2,Long-Distance Traveler,94.0,-13.267987179999999,34.77865736170213
User_776,Tesla Model 3,62.0,Station_226,Houston,2024-02-02 07:00:00,2024-02-02 08:26:00,20.51871405,27.17353746,13.37200144,Afternoon,83.5904818,100.0,286.4400099,22.47968921,5.0,Level 1,Long-Distance Traveler,86.0,16.409518199999994,14.315381895348837
User_777,Nissan Leaf,62.0,Station_105,Houston,2024-02-02 08:00:00,2024-02-02 08:56:00,13.58796474,40.81172935,37.89794296,Night,67.80447255,58.52581793,103.5211928,4.533623094,7.0,DC Fast Charger,Commuter,56.0,-9.278654619999998,14.55853365
User_778,Hyundai Kona,50.0,Station_462,Los Angeles,2024-02-02 09:00:00,2024-02-02 12:52:00,19.97640696,35.90037572,22.64215189,Morning,73.29493498,58.58041749,299.4640475,14.43422724,2.0,DC Fast Charger,Casual Driver,232.0,-14.714517489999992,5.166312144827586
User_779,Chevy Bolt,50.0,Station_260,Houston,2024-02-02 10:00:00,2024-02-02 12:22:00,73.37136541,45.50795122,11.86812162,Afternoon,62.52618043,62.34091279,180.4524866,7.723424435,4.0,Level 1,Commuter,142.0,-0.1852676399999993,31.00198538450704
User_780,Tesla Model 3,75.0,Station_349,Los Angeles,2024-02-02 11:00:00,2024-02-02 13:42:00,75.62261391,37.17557076,17.79796611,Morning,87.24599838,76.1744054,75.653217,6.211204219,6.0,Level 1,Commuter,162.0,-11.071592980000005,28.00837552222222
User_781,Nissan Leaf,64.77070141,Station_425,New York,2024-02-02 12:00:00,2024-02-02 13:40:00,15.56779578,49.63914436,18.54969564,Morning,54.1244409,58.52857766,31.59653167,35.69778872,6.0,Level 1,Commuter,100.0,4.40413676,9.340677468
User_782,Tesla Model 3,50.0,Station_255,Los Angeles,2024-02-02 13:00:00,2024-02-02 14:52:00,36.63162352,17.49863275,31.16309139,Morning,35.97542853,56.83965673,59.09663915,-1.759567563,5.0,Level 1,Casual Driver,112.0,20.8642282,19.624084028571428
User_783,Tesla Model 3,50.0,Station_429,Los Angeles,2024-02-02 14:00:00,2024-02-02 15:26:00,6.307290913,21.85192996,23.87933114,Afternoon,89.78556217,83.84827423,179.0925312,10.35659124,2.0,Level 2,Long-Distance Traveler,86.0,-5.9372879400000045,4.400435520697674
User_784,Chevy Bolt,50.0,Station_434,San Francisco,2024-02-02 15:00:00,2024-02-02 17:29:00,52.18352149,37.91246435,12.9951544,Evening,12.05856984,75.35885804,259.5688456,-2.664000293,3.0,DC Fast Charger,Casual Driver,149.0,63.3002882,21.013498586577178
User_785,Hyundai Kona,75.0,Station_207,Houston,2024-02-02 16:00:00,2024-02-02 18:02:00,42.91893734,29.83758581,36.8859008,Afternoon,41.49585704,54.94247646,38.0224883,5.459169955,6.0,Level 2,Commuter,122.0,13.446619420000005,21.107674101639343
User_786,Tesla Model 3,61.46088547,Station_28,Los Angeles,2024-02-02 17:00:00,2024-02-02 17:44:00,17.21874448,47.74613739,15.17599523,Evening,53.67177395,76.20126916,20.49469516,20.01875008,1.0,DC Fast Charger,Commuter,44.0,22.529495209999993,23.48010610909091
User_787,Nissan Leaf,50.0,Station_170,New York,2024-02-02 18:00:00,2024-02-02 20:20:00,48.14596961,15.5216618,31.83906197,Afternoon,16.53718056,99.98486048,33.08713919,32.22738413,0.0,Level 1,Commuter,140.0,83.44767992,20.633986975714286
User_788,BMW i3,62.0,Station_336,Chicago,2024-02-02 19:00:00,2024-02-02 21:10:00,25.12116467,32.09365177,14.44083823,Night,58.39027846,93.64930682,272.2871845,-6.052887854,3.0,DC Fast Charger,Commuter,130.0,35.25902836000001,11.594383693846154
User_789,Tesla Model 3,85.0,Station_76,Los Angeles,2024-02-02 20:00:00,2024-02-02 22:28:00,67.90283934,41.0670411,25.57013992,Evening,45.58232566,87.80206969,120.3675121,25.58518973,1.0,Level 1,Long-Distance Traveler,148.0,42.219744029999994,27.52817811081081
User_790,Tesla Model 3,85.0,Station_116,Houston,2024-02-02 21:00:00,2024-02-02 22:45:00,43.25451714,19.27803572,13.3747112,Night,16.42986703,85.24212847,156.1962255,27.81755697,1.0,Level 1,Commuter,105.0,68.81226144,24.716866937142857
User_791,Chevy Bolt,62.0,Station_69,San Francisco,2024-02-02 22:00:00,2024-02-03 01:07:00,62.61550759,19.79464959,16.78765405,Evening,84.03426142,92.43627852,209.6266218,21.45363164,3.0,Level 2,Commuter,187.0,8.402017099999995,20.090537194652406
User_792,Hyundai Kona,85.0,Station_354,New York,2024-02-02 23:00:00,2024-02-02 23:49:00,43.82590012,41.8374625,58.74667669,Afternoon,37.69447403,77.12655442,29.94444052,33.54685713,7.0,DC Fast Charger,Long-Distance Traveler,49.0,39.43208039,53.66436749387755
User_793,BMW i3,100.0,Station_234,San Francisco,2024-02-03 00:00:00,2024-02-03 03:14:00,31.18702899,11.58174439,17.2637317,Afternoon,69.85875931,23.5484923,18.84580545,28.33351505,6.0,Level 2,Commuter,194.0,-46.31026701,9.645472883505155
User_794,Nissan Leaf,75.0,Station_1,Chicago,2024-02-03 01:00:00,2024-02-03 03:40:00,74.82644569,43.13328346,26.21871804,Evening,23.7259955,53.81369932,238.7435607,30.95596894,3.043569798,Level 2,Long-Distance Traveler,160.0,30.087703819999998,28.05991713375
User_795,BMW i3,85.0,Station_167,Los Angeles,2024-02-03 02:00:00,2024-02-03 03:42:00,42.375860974999995,9.433507337,22.94748659,Night,15.00055628,66.92466574,0.862361332,25.36270525,7.0,Level 2,Casual Driver,102.0,51.92410946,24.926977044117645
User_796,Nissan Leaf,75.0,Station_352,Los Angeles,2024-02-03 03:00:00,2024-02-03 05:31:00,78.89524911,30.74927682,7.260289754,Morning,62.08764645,80.77137882,73.61394812,16.52085958,4.0,Level 2,Long-Distance Traveler,151.0,18.683732369999994,31.349105606622516
User_797,Hyundai Kona,62.0,Station_218,Houston,2024-02-03 04:00:00,2024-02-03 05:10:00,10.24188589,29.21621369,34.65331381,Evening,14.96166964,70.51180081,295.9150269,18.15385475,3.0,DC Fast Charger,Commuter,70.0,55.55013117,8.778759334285715
User_798,Nissan Leaf,85.0,Station_273,Los Angeles,2024-02-03 05:00:00,2024-02-03 08:16:00,5.144893572,9.230954632,21.48947597,Evening,83.66896736,80.51886312,66.52104688,8.640698596,0.0,DC Fast Charger,Long-Distance Traveler,196.0,-3.1501042399999903,1.5749674200000001
User_799,Chevy Bolt,50.0,Station_368,New York,2024-02-03 06:00:00,2024-02-03 09:03:00,59.92281442,30.42944813,14.11772572,Night,41.64275169,95.00695843,239.158239,7.177322498,7.0,Level 2,Commuter,183.0,53.36420674,19.646824400000003
User_800,Chevy Bolt,62.0,Station_251,Chicago,2024-02-03 07:00:00,2024-02-03 09:39:00,8.353019856,34.71968172,35.66061844,Morning,13.14256311,97.25962097,42.55134219,2.819187377,7.0,DC Fast Charger,Commuter,159.0,84.11705786,3.1520829645283017
User_801,Chevy Bolt,58.36980452,Station_347,San Francisco,2024-02-03 08:00:00,2024-02-03 08:52:00,40.76283311,41.33293546,24.91450468,Evening,57.8146802,87.27068668,196.5140062,35.54952433,3.0,Level 1,Casual Driver,52.0,29.45600648,47.03403820384616
User_802,Chevy Bolt,85.0,Station_344,Chicago,2024-02-03 09:00:00,2024-02-03 09:52:00,18.89056337,17.00535034,28.24275582,Morning,54.31147107,57.65603263,73.25683049,32.95043053,2.0,DC Fast Charger,Commuter,52.0,3.3445615599999954,21.796803888461536
User_803,BMW i3,50.0,Station_419,Los Angeles,2024-02-03 10:00:00,2024-02-03 12:53:00,42.79819076,33.78877719,12.77662117,Morning,67.94619207,57.87020411,17.76008288,12.91830155,3.0,Level 2,Commuter,173.0,-10.075987959999992,14.843303153757224
User_804,Hyundai Kona,62.0,Station_174,San Francisco,2024-02-03 11:00:00,2024-02-03 11:38:00,12.81436315,27.38199435,29.63541951,Afternoon,66.46134154,68.41309482,251.1713532,22.61418259,1.0,Level 1,Commuter,38.0,1.9517532799999913,20.233204973684213
User_805,Nissan Leaf,75.0,Station_170,Houston,2024-02-03 12:00:00,2024-02-03 12:42:00,8.918418778,16.24196336,8.640023654,Night,16.990405,55.82664103,15.21342604,9.113968186,1.208633083,Level 1,Long-Distance Traveler,42.0,38.836236029999995,12.740598254285715
User_806,Nissan Leaf,62.0,Station_246,Chicago,2024-02-03 13:00:00,2024-02-03 16:05:00,0.121143295,45.58156227,37.71055485,Evening,86.31048769,77.1988129,66.36395614,30.1878528,2.0,Level 1,Commuter,185.0,-9.11167479000001,0.03928971729729729
User_807,Chevy Bolt,62.0,Station_423,San Francisco,2024-02-03 14:00:00,2024-02-03 17:04:00,10.91135579,20.99245326,15.13522671,Evening,85.04682076,65.39138946,256.5969178,31.63281132,5.0,Level 1,Commuter,184.0,-19.655431300000004,3.5580508010869565
User_808,Chevy Bolt,75.0,Station_90,San Francisco,2024-02-03 15:00:00,2024-02-03 16:20:00,7.858868389,4.830371677,36.51188192,Morning,81.86550347,96.13231207,284.6536205,23.69545557,0.0,Level 1,Commuter,80.0,14.266808600000005,5.894151291750001
User_809,Tesla Model 3,75.0,Station_49,San Francisco,2024-02-03 16:00:00,2024-02-03 17:33:00,70.1713546,12.96252218,13.92100754,Evening,11.95265429,52.68266544,155.7250711,1.496106621,3.286324572,Level 2,Casual Driver,93.0,40.73001115,45.27184167741935
User_810,Hyundai Kona,62.0,Station_446,New York,2024-02-03 17:00:00,2024-02-03 18:21:00,15.18743213,13.08002299,26.15309479,Morning,11.88322274,59.52963307,252.8511066,36.99991588,2.0,Level 2,Casual Driver,81.0,47.64641033,11.249949725925925
User_811,BMW i3,85.0,Station_294,Chicago,2024-02-03 18:00:00,2024-02-03 21:58:00,77.86131613,30.14418744,37.13040463,Evening,63.10434295,66.61241346,20.6556778,0.786534417,0.0,Level 1,Long-Distance Traveler,238.0,3.508070509999996,19.628903226050422
User_812,Nissan Leaf,62.0,Station_407,San Francisco,2024-02-03 19:00:00,2024-02-03 20:07:00,37.18929365,3.856692167,17.77424892,Night,49.06955896,85.10116941,269.148089,19.85661158,0.088598258,Level 2,Casual Driver,67.0,36.031610449999995,33.303845059701494
User_813,Tesla Model 3,62.0,Station_150,Chicago,2024-02-03 20:00:00,2024-02-03 22:09:00,25.71192393,32.62090777,29.45116374,Evening,37.0929557,84.74088765,190.2818229,8.005172341,5.0,DC Fast Charger,Casual Driver,129.0,47.64793195000001,11.959034386046513
User_814,Tesla Model 3,50.0,Station_132,San Francisco,2024-02-03 21:00:00,2024-02-04 00:42:00,9.086246708,14.08872604,16.94513542,Morning,50.00570005,64.81183664,278.4282294,-8.983604993,5.0,Level 2,Long-Distance Traveler,222.0,14.806136589999994,2.455742353513513
User_815,Nissan Leaf,75.0,Station_433,Houston,2024-02-03 22:00:00,2024-02-04 00:55:00,27.00471086,46.41136085,38.52706304,Morning,88.18011162,61.43525686,298.8701857,8.774037215,2.0,DC Fast Charger,Casual Driver,175.0,-26.744854760000003,9.258758009142857
User_816,BMW i3,50.0,Station_59,Houston,2024-02-03 23:00:00,2024-02-04 02:40:00,6.661747206,10.89013108,30.89770569,Evening,83.28204155,65.0062464,149.8203201,20.51545592,6.0,Level 2,Commuter,220.0,-18.275795150000008,1.8168401470909092
User_817,Tesla Model 3,100.0,Station_457,Houston,2024-02-04 00:00:00,2024-02-04 01:20:00,53.64842443,47.29035525,14.66503914,Evening,21.45527057,98.16391585,292.8722924,12.02562263,2.0,DC Fast Charger,Commuter,80.0,76.70864528,40.236318322500004
User_818,Tesla Model 3,85.0,Station_324,Los Angeles,2024-02-04 01:00:00,2024-02-04 03:46:00,40.65621778,49.9207256,38.44754632,Morning,73.70841814,55.68169449,189.5971055,8.453747359,0.0,DC Fast Charger,Commuter,166.0,-18.026723650000008,14.695018474698795
User_819,Hyundai Kona,100.0,Station_199,San Francisco,2024-02-04 02:00:00,2024-02-04 04:50:00,71.16250434,44.74486265,23.70127505,Afternoon,48.96354396,92.5723725,287.0639798,3.706865682,3.73405531,Level 1,Casual Driver,170.0,43.60882854,25.11617800235294
User_820,BMW i3,85.0,Station_215,Los Angeles,2024-02-04 03:00:00,2024-02-04 06:17:00,16.11111132,22.45670566,25.79939071,Afternoon,67.71925021,53.72387416,75.49880921,-7.663751388,4.0,Level 2,Long-Distance Traveler,197.0,-13.995376049999997,4.90693745786802
User_821,Tesla Model 3,47.59576449,Station_386,Chicago,2024-02-04 04:00:00,2024-02-04 05:24:00,58.91061762,23.37959846,9.749992695,Evening,30.45137839,52.11796213,138.8827901,-8.603112051,1.0,Level 1,Casual Driver,84.0,21.666583740000004,42.07901258571429
User_822,BMW i3,100.0,Station_49,Los Angeles,2024-02-04 05:00:00,2024-02-04 07:18:00,8.751670019,11.59538327,5.043208361,Night,53.35718299,91.29317176,49.68197927,4.854309133,0.0,DC Fast Charger,Long-Distance Traveler,138.0,37.93598877000001,3.8050739213043485
User_823,Nissan Leaf,100.0,Station_472,Chicago,2024-02-04 06:00:00,2024-02-04 09:56:00,31.88807234,39.83717408,21.14919718,Evening,23.17479517,56.48999004,124.7210829,15.84815512,4.0,Level 2,Commuter,236.0,33.31519487,8.10713703559322
User_824,Chevy Bolt,50.0,Station_232,Chicago,2024-02-04 07:00:00,2024-02-04 10:20:00,64.0437727,46.35165386,38.26495024,Night,10.96041067,99.44437858,200.6427913,29.87608955,0.0,Level 2,Long-Distance Traveler,200.0,88.48396791,19.21313181
User_825,Tesla Model 3,100.0,Station_247,Chicago,2024-02-04 08:00:00,2024-02-04 09:13:00,56.04529026,19.01024308,13.46637064,Evening,37.92406569,97.56418981,156.1962255,12.43676472,7.0,Level 1,Commuter,73.0,59.64012412,46.06462213150685
User_826,Hyundai Kona,62.0,Station_382,Los Angeles,2024-02-04 09:00:00,2024-02-04 11:19:00,10.31787223,18.57163916,25.08585568,Morning,86.60111715,83.44744378,87.14078403,33.26552621,3.0,Level 2,Casual Driver,139.0,-3.153673369999993,4.453757797122302
User_827,Nissan Leaf,100.0,Station_479,San Francisco,2024-02-04 10:00:00,2024-02-04 13:45:00,72.79850068,15.44209121,19.06124363,Evening,85.32324,90.16605635,172.5314754,24.18212152,5.0,Level 2,Casual Driver,225.0,4.842816350000007,19.41293351466667
User_828,BMW i3,85.0,Station_239,Los Angeles,2024-02-04 11:00:00,2024-02-04 14:10:00,67.88757428,30.12670191,9.410223532,Night,32.61214548,58.44410433,249.5432916,16.00548864,3.0,Level 2,Long-Distance Traveler,190.0,25.83195885,21.438181351578947
User_829,Nissan Leaf,75.0,Station_415,San Francisco,2024-02-04 12:00:00,2024-02-04 15:01:00,41.24835865,32.95083718,34.56122689,Night,18.35214738,50.60102951,154.3456167,3.221734498,5.0,DC Fast Charger,Casual Driver,181.0,32.24888213,13.67348905524862
User_830,Tesla Model 3,100.0,Station_367,San Francisco,2024-02-04 13:00:00,2024-02-04 16:13:00,35.02411119,32.09278848,8.515026701,Evening,15.98949035,91.81341991,120.7323138,14.61983826,4.789456705,Level 1,Long-Distance Traveler,193.0,75.82392956,10.888324722279792
User_831,BMW i3,100.0,Station_168,Chicago,2024-02-04 14:00:00,2024-02-04 16:37:00,54.91320566,7.600372848,32.21803368,Evening,40.23472851,86.3004022,57.95464278,2.76550169,1.0,DC Fast Charger,Casual Driver,157.0,46.06567369,20.98593846878981
User_832,Chevy Bolt,75.0,Station_48,Los Angeles,2024-02-04 15:00:00,2024-02-04 17:14:00,51.023353,45.80149944,39.1307183,Afternoon,50.76235573,61.77403978,270.6192959,11.00799487,1.0,Level 1,Casual Driver,134.0,11.01168405,22.846277462686565
User_833,Nissan Leaf,12.03333697,Station_51,San Francisco,2024-02-04 16:00:00,2024-02-04 16:39:00,62.63359253,9.03850711,17.68230665,Evening,14.33606471,94.93985971,288.5503554,47.31817615,0.0,DC Fast Charger,Casual Driver,39.0,80.60379499999999,96.35937312307692
User_834,Tesla Model 3,105.2870677,Station_299,Houston,2024-02-04 17:00:00,2024-02-04 19:09:00,44.75866738,8.126977133,37.22043017,Evening,45.28332178,15.71797517,276.5598512,-0.269334466,6.0,DC Fast Charger,Long-Distance Traveler,129.0,-29.56534661,20.817984827906976
User_835,Hyundai Kona,62.0,Station_98,San Francisco,2024-02-04 18:00:00,2024-02-04 20:57:00,42.22277026,35.74897887,22.33210531,Morning,79.82181804,51.08444284,258.2209854,18.58019253,1.0,DC Fast Charger,Long-Distance Traveler,177.0,-28.737375199999995,14.3128034779661
User_836,BMW i3,140.7620616,Station_439,Houston,2024-02-04 19:00:00,2024-02-04 21:18:00,60.08034819,46.15424524,17.11106784,Night,37.69074851,93.80110629,221.8967779,-10.72476975,6.0,DC Fast Charger,Long-Distance Traveler,138.0,56.11035778000001,26.121890517391307
User_837,Nissan Leaf,100.0,Station_216,Los Angeles,2024-02-04 20:00:00,2024-02-04 22:17:00,47.20021555,43.11477983,28.55912871,Afternoon,36.35120735,90.25736866,85.60223413,37.58491867,5.0,Level 1,Casual Driver,137.0,53.906161309999995,20.671627248175184
User_838,Nissan Leaf,50.0,Station_177,Los Angeles,2024-02-04 21:00:00,2024-02-05 00:52:00,58.55989952,18.57688688,9.835438648,Morning,52.12787441,62.52119439,70.40128973,-2.275689474,7.0,Level 2,Commuter,232.0,10.393319980000001,15.144801600000001
User_839,Chevy Bolt,75.0,Station_380,Los Angeles,2024-02-04 22:00:00,2024-02-05 00:49:00,18.5290607,6.346335075,18.26605916,Evening,49.89280167,52.10707785,187.5814737,38.7905252,1.0,Level 1,Long-Distance Traveler,169.0,2.214276180000006,6.578364745562129
User_840,Chevy Bolt,75.0,Station_474,San Francisco,2024-02-04 23:00:00,2024-02-05 02:39:00,20.02631386,41.61784215,28.40861579,Night,20.45340921,35.97407902,190.8004696,25.25712195,4.0,Level 2,Commuter,219.0,15.520669809999998,5.486661331506849
User_841,Hyundai Kona,75.0,Station_80,New York,2024-02-05 00:00:00,2024-02-05 02:55:00,61.12076152,27.59968826,29.08311231,Evening,68.06172182,73.86836769,95.80916359,1.520578531,7.0,Level 1,Long-Distance Traveler,175.0,5.806645869999997,20.955689664
User_842,Hyundai Kona,100.0,Station_185,San Francisco,2024-02-05 01:00:00,2024-02-05 03:03:00,47.99575166,39.15483035,10.67507512,Evening,54.786791,78.98374139,292.6977232,17.58806538,2.0,Level 1,Long-Distance Traveler,123.0,24.196950390000005,23.412561785365856
User_843,Tesla Model 3,100.0,Station_367,San Francisco,2024-02-05 02:00:00,2024-02-05 03:32:00,60.70480471,8.364823051,38.66687047,Evening,51.67016366,69.68809606,156.638375,50.54394309,6.0,Level 1,Commuter,92.0,18.017932400000007,39.59009002826087
User_844,Tesla Model 3,50.0,Station_461,Chicago,2024-02-05 03:00:00,2024-02-05 04:53:00,35.84392989,8.057717582,9.078226155,Evening,22.80956378,94.52158775,219.1032925,-9.079100594,6.808033448,Level 1,Commuter,113.0,71.71202396999999,19.03217516283186
User_845,Hyundai Kona,75.0,Station_399,Chicago,2024-02-05 04:00:00,2024-02-05 04:54:00,77.2613209,27.59968826,28.10453406,Night,52.1989103,54.65266515,128.6260606,18.92055755,1.0,DC Fast Charger,Casual Driver,54.0,2.4537548499999957,85.8459121111111
User_846,Hyundai Kona,75.0,Station_27,San Francisco,2024-02-05 05:00:00,2024-02-05 05:41:00,44.8755734,9.76614988,9.096976064,Morning,62.89081175,65.64834864,245.3553226,22.96664351,4.062688149,Level 1,Commuter,41.0,2.7575368899999972,65.67157082926829
User_847,BMW i3,75.0,Station_452,Houston,2024-02-05 06:00:00,2024-02-05 08:58:00,61.56734925,41.31627182,8.42112691,Evening,17.25267949,58.87841174,279.5167461,-2.209581899,1.0,Level 1,Long-Distance Traveler,178.0,41.62573225,20.753039073033708
User_848,Chevy Bolt,50.0,Station_464,Chicago,2024-02-05 07:00:00,2024-02-05 07:54:00,24.79706406,36.21828322,14.31336323,Evening,20.93846607,31.80402101,51.63972834,23.35039451,7.0,Level 2,Commuter,54.0,10.865554939999999,27.5522934
User_849,Tesla Model 3,62.0,Station_448,San Francisco,2024-02-05 08:00:00,2024-02-05 08:40:00,73.07614589,8.455838522,37.44777918,Afternoon,36.79452424,95.09040687,228.3193863,-0.413483163,2.0,DC Fast Charger,Commuter,40.0,58.295882629999994,109.61421883500002
